,location,total_sqft,bath,price,bhk
4425,Kaval Byrasandra,1200.0,2.0,49.5,2
4426,Kaval Byrasandra,945.0,2.0,50.0,2
4427,Kaval Byrasandra,1060.0,2.0,45.0,2
4428,Kaval Byrasandra,1100.0,2.0,46.0,2
4429,Kaval Byrasandra,1185.0,2.0,49.0,2
4430,Kaval Byrasandra,997.0,2.0,53.0,2
4431,Kaval Byrasandra,1060.0,2.0,42.0,2
4432,Kaval Byrasandra,480.0,1.0,25.0,1
4433,Kaval Byrasandra,1125.0,2.0,41.5,2
4434,Kaval Byrasandra,1180.0,2.0,60.0,2
4435,Kaval Byrasandra,1450.0,3.0,75.0,3
4436,Kaval Byrasandra,1066.0,2.0,55.0,2
4437,Kaval Byrasandra,1025.0,2.0,60.0,2
4438,Kaval Byrasandra,1400.0,3.0,75.0,3
4439,Kenchenahalli,1015.0,2.0,58.0,2
4440,Kenchenahalli,715.0,1.0,45.0,1
4441,Kenchenahalli,1150.0,2.0,58.0,2
4442,Kenchenahalli,1280.0,2.0,69.0,3
4444,Kenchenahalli,870.0,1.0,45.0,2
4445,Kenchenahalli,1150.0,2.0,60.0,2
4446,Kenchenahalli,700.0,1.0,35.0,1
4447,Kenchenahalli,1060.0,2.0,52.0,2
4448,Kenchenahalli,1150.0,2.0,57.0,2
4449,Kenchenahalli,1720.0,3.0,100.0,3
4450,Kenchenahalli,1015.0,2.0,60.0,2
4452,Kengeri,750.0,2.0,38.0,2
4454,Kengeri,1197.0,2.0,50.0,2
4455,Kengeri,1200.0,2.0,58.0,2
4457,Kengeri,726.0,2.0,31.0,2
4459,Kengeri,1025.0,2.0,57.0,2
4461,Kengeri,1082.0,2.0,49.0,3
4464,Kengeri,750.0,2.0,36.0,2
4465,Kengeri,963.0,2.0,40.0,2
4467,Kengeri,726.0,2.0,35.0,2
4468,Kengeri,416.0,1.0,19.5,1
4469,Kengeri,900.0,2.0,45.0,2
4472,Kengeri,502.0,1.0,25.0,1
4474,Kengeri,1200.0,3.0,67.0,3
4475,Kengeri,725.0,2.0,30.0,2
4476,Kengeri,500.0,1.0,17.0,1
4477,Kengeri,540.0,1.0,22.5,1
4478,Kengeri,750.0,2.0,35.5,2
4479,Kengeri,1741.0,3.0,80.0,3
4481,Kengeri,1200.0,2.0,58.0,2
4484,Kengeri,750.0,2.0,36.5,2
4486,Kengeri,416.0,1.0,18.0,1
4488,Kengeri,883.0,2.0,49.0,2
4489,Kengeri,1052.0,2.0,51.0,2
4490,Kengeri,1220.0,2.0,63.0,2
4491,Kengeri,1150.0,1.0,52.0,1
4492,Kengeri,1192.0,2.0,53.5,2
4494,Kengeri,750.0,2.0,40.0,2
4495,Kengeri,1035.0,2.0,51.5,2
4496,Kengeri,3000.0,5.0,130.0,8
4497,Kengeri,410.0,1.0,15.0,1
4498,Kengeri,416.0,1.0,17.19,1
4501,Kengeri,2500.0,4.0,100.0,5
4502,Kengeri,550.0,1.0,16.75,1
4503,Kengeri Satellite Town,890.0,2.0,35.0,2
4504,Kengeri Satellite Town,883.0,2.0,45.0,2
4505,Kengeri Satellite Town,1415.0,2.0,66.0,3
4506,Kengeri Satellite Town,930.0,1.0,30.0,1
4507,Kengeri Satellite Town,1635.0,2.0,78.0,3
4508,Kengeri Satellite Town,1050.0,2.0,43.0,2
4509,Kengeri Satellite Town,1007.0,2.0,42.0,2
4510,Kengeri Satellite Town,635.0,1.0,22.0,2
4511,Kengeri Satellite Town,818.0,2.0,26.0,2
4512,Kengeri Satellite Town,1030.0,2.0,50.0,2
4513,Kengeri Satellite Town,1200.0,2.0,65.0,2
4514,Kengeri Satellite Town,795.0,2.0,32.0,2
4515,Kengeri Satellite Town,1302.5,2.0,44.285,2
4516,Kengeri Satellite Town,800.0,2.0,40.0,2
4517,Kengeri Satellite Town,654.0,1.0,22.0,1
4518,Kengeri Satellite Town,1060.0,2.0,42.0,2
4519,Kengeri Satellite Town,750.0,2.0,33.0,2
4520,Kengeri Satellite Town,920.0,2.0,39.0,2
4521,Kengeri Satellite Town,985.0,2.0,42.0,2
4522,Kengeri Satellite Town,410.0,1.0,15.0,1
4523,Kengeri Satellite Town,1120.0,2.0,49.0,2
4525,Kengeri Satellite Town,1110.0,2.0,43.0,2
4526,Kengeri Satellite Town,1170.0,2.0,50.0,2
4527,Kengeri Satellite Town,777.4,2.0,25.0,2
4528,Kengeri Satellite Town,800.0,2.0,32.0,2
4529,Kereguddadahalli,950.0,2.0,32.0,2
4530,Kereguddadahalli,1400.0,2.0,48.0,3
4531,Kereguddadahalli,800.0,2.0,28.0,2
4532,Kereguddadahalli,904.0,2.0,30.0,2
4534,Kereguddadahalli,1000.0,2.0,30.0,2
4535,Kereguddadahalli,1240.0,3.0,41.0,3
4536,Kereguddadahalli,600.0,1.0,19.5,1
4537,Kereguddadahalli,1080.0,2.0,32.0,2
4538,Kereguddadahalli,1000.0,2.0,34.0,2
4541,Kereguddadahalli,1015.0,2.0,35.0,2
4542,Kodichikkanahalli,1190.0,2.0,57.0,3
4543,Kodichikkanahalli,995.0,2.0,41.0,2
4544,Kodichikkanahalli,2700.0,7.0,125.0,5
4545,Kodichikkanahalli,1495.0,2.0,75.0,3
4546,Kodichikkanahalli,1125.0,2.0,52.0,2
4547,Kodichikkanahalli,1150.0,2.0,48.0,2
4548,Kodichikkanahalli,1070.0,2.0,43.0,2
4549,Kodichikkanahalli,1620.0,2.0,85.0,3
4551,Kodichikkanahalli,1026.0,2.0,45.0,2
4552,Kodichikkanahalli,2500.0,7.0,125.0,5
4553,Kodichikkanahalli,450.0,1.0,18.0,1
4554,Kodichikkanahalli,907.0,2.0,38.5,2
4555,Kodichikkanahalli,1181.0,2.0,57.0,2
4556,Kodichikkanahalli,900.0,2.0,42.0,2
4558,Kodichikkanahalli,1400.0,3.0,66.0,3
4559,Kodichikkanahalli,976.0,2.0,50.0,2
4560,Kodichikkanahalli,2700.0,4.0,125.0,5
4561,Kodichikkanahalli,1299.0,2.0,58.0,2
4562,Kodigehaali,1166.0,2.0,55.0,2
4563,Kodigehaali,1320.0,3.0,65.0,3
4564,Kodigehaali,1117.0,2.0,56.0,2
4565,Kodigehaali,1200.0,2.0,55.0,2
4566,Kodigehaali,1200.0,2.0,60.0,2
4567,Kodigehaali,2120.0,3.0,177.0,3
4568,Kodigehaali,1013.0,2.0,51.0,2
4569,Kodigehaali,1324.0,3.0,65.0,3
4570,Kodigehaali,965.0,2.0,38.0,2
4571,Kodigehaali,866.0,2.0,32.0,2
4572,Kodigehaali,1442.0,3.0,80.0,3
4573,Kodigehalli,1270.0,2.0,98.0,2
4574,Kodigehalli,1200.0,2.0,48.0,2
4575,Kodigehalli,655.0,1.0,53.0,1
4576,Kodigehalli,1820.0,3.0,150.0,3
4577,Kodigehalli,635.0,1.0,28.0,2
4578,Kodigehalli,1200.0,4.0,156.0,3
4579,Kodihalli,3252.0,5.0,335.0,4
4580,Kodihalli,2700.0,4.0,270.0,3
4581,Kodihalli,2392.0,4.0,260.0,3
4582,Kodihalli,2408.0,4.0,260.0,3
4583,Kodihalli,2500.0,4.0,260.0,3
4584,Kodihalli,1620.0,3.0,130.0,3
4585,Kodihalli,3260.0,5.0,388.0,4
4586,Kodihalli,3197.0,5.0,335.0,4
4587,Kodihalli,1490.0,2.0,150.0,2
4588,Kogilu,1909.0,3.0,88.0,3
4590,Kogilu,1170.0,2.0,51.99,2
4591,Kogilu,650.0,2.0,28.0,2
4592,Kogilu,1140.0,2.0,50.66,2
4593,Kogilu,1200.0,2.0,53.33,2
4594,Kogilu,1934.0,3.0,150.0,3
4595,Kogilu,540.0,1.0,36.0,1
4596,Kogilu,1559.0,3.0,127.0,3
4597,Kogilu,1190.0,2.0,50.66,2
4598,Kogilu,1140.0,2.0,50.66,2
4599,Kogilu,1559.0,3.0,120.0,3
4600,Kogilu,700.0,1.0,30.84,1
4601,Kogilu,1250.0,2.0,55.55,2
4602,Kogilu,1200.0,2.0,53.33,2
4603,Kogilu,952.0,2.0,49.0,2
4604,Kogilu,700.0,1.0,30.84,1
4605,Kogilu,1250.0,2.0,55.55,2
4606,Kogilu,2456.0,7.0,85.0,7
4607,Kogilu,1140.0,2.0,50.66,2
4608,Kogilu,1140.0,2.0,50.66,2
4609,Konanakunte,2791.0,3.0,223.0,3
4610,Konanakunte,884.0,1.0,58.0,2
4611,Konanakunte,1200.0,4.0,125.0,4
4612,Konanakunte,1200.0,2.0,130.0,4
4613,Konanakunte,2400.0,2.0,180.0,3
4614,Konanakunte,3746.0,6.0,375.0,4
4615,Konanakunte,1423.0,2.0,85.0,3
4616,Koramangala,1320.0,2.0,165.0,2
4617,Koramangala,1253.0,2.0,102.0,2
4618,Koramangala,1580.0,3.0,160.0,3
4620,Koramangala,3500.0,5.0,425.0,4
4621,Koramangala,1005.0,1.0,110.0,2
4622,Koramangala,2292.0,4.0,275.0,3
4624,Koramangala,1290.0,2.0,100.0,2
4625,Koramangala,1300.0,2.0,110.0,2
4627,Koramangala,1325.0,2.0,119.0,2
4628,Koramangala,1140.0,2.0,75.2,2
4629,Koramangala,1260.0,2.0,100.0,2
4630,Koramangala,1975.0,3.0,210.0,3
4631,Koramangala,1900.0,2.0,200.0,2
4633,Koramangala,2292.0,3.0,286.0,3
4634,Koramangala,2300.0,3.0,290.0,3
4637,Koramangala,2503.0,6.0,325.0,4
4639,Koramangala,1320.0,2.0,150.0,2
4640,Koramangala,1320.0,2.0,110.0,2
4641,Koramangala,5985.0,4.0,775.0,4
4642,Koramangala,2461.0,6.0,353.0,4
4644,Koramangala,2246.0,3.0,300.0,3
4647,Koramangala,1083.0,2.0,100.0,2
4648,Koramangala,1744.0,3.0,200.0,3
4649,Koramangala,1180.0,2.0,128.0,2
4650,Koramangala,1320.0,2.0,160.0,2
4651,Koramangala,1370.0,2.0,125.0,2
4652,Koramangala,1100.0,2.0,85.0,2
4653,Koramangala,1249.0,2.0,165.0,2
4654,Koramangala,1200.0,2.0,100.0,2
4656,Koramangala,2223.0,3.0,300.0,3
4657,Koramangala,1744.0,4.0,210.0,3
4658,Koramangala,1866.0,4.0,245.0,3
4659,Koramangala,1320.0,2.0,160.0,2
4660,Koramangala,1350.0,2.0,103.0,2
4661,Koramangala,6000.0,4.0,625.0,4
4663,Koramangala,1320.0,2.0,160.0,2
4664,Koramangala,1710.0,3.0,210.0,3
4665,Koramangala,1355.0,2.0,95.0,2
4666,Koramangala,1600.0,3.0,170.0,3
4667,Koramangala,1260.0,2.0,100.0,2
4670,Kothannur,1206.0,2.0,48.23,2
4672,Kothannur,1100.0,2.0,40.0,2
4673,Kothannur,1197.0,2.0,47.88,2
4674,Kothannur,1197.0,2.0,47.8,2
4675,Kothannur,1070.0,2.0,42.79,2
4678,Kothannur,1070.0,2.0,38.6,2
4679,Kothannur,1485.0,2.0,59.4,3
4680,Kothannur,1215.0,2.0,48.6,3
4681,Kothannur,1404.0,2.0,56.15,3
4682,Kothanur,1200.0,2.0,51.0,2
4683,Kothanur,2400.0,2.0,150.0,3
4684,Kothanur,1828.0,3.0,110.0,3
4685,Kothanur,1186.0,2.0,58.0,2
4687,Kothanur,1847.0,3.0,105.0,3
4689,Kothanur,9600.0,5.0,550.0,5
4690,Kothanur,1435.0,3.0,70.0,3
4691,Kothanur,1187.0,2.0,58.0,2
4692,Kothanur,1847.0,3.0,110.0,3
4693,Kothanur,1460.0,3.0,71.0,3
4694,Kothanur,1185.0,2.0,59.0,2
4695,Kothanur,1436.0,3.0,70.0,3
4696,Kothanur,1462.0,3.0,71.0,3
4697,Kothanur,1790.0,3.0,105.0,3
4699,Kothanur,1070.0,2.0,45.5,2
4701,Kothanur,1145.0,2.0,56.0,2
4702,Kothanur,3401.0,5.0,230.0,4
4703,Kothanur,1455.0,2.0,69.0,2
4704,Kothanur,627.0,1.0,30.0,1
4705,Kothanur,1302.0,2.0,68.5,2
4706,Kothanur,1760.0,3.0,111.0,3
4707,Kothanur,1185.0,2.0,58.0,2
4708,Kothanur,1500.0,1.0,75.0,1
4709,Kothanur,1075.0,2.0,53.0,2
4710,Kothanur,1790.0,3.0,97.0,3
4711,Kothanur,2700.0,4.0,175.0,4
4712,Kothanur,1786.0,2.0,106.0,3
4713,Kothanur,1787.0,3.0,107.0,3
4714,Kothanur,1141.0,2.0,54.0,2
4715,Kothanur,1760.0,3.0,110.0,3
4717,Kothanur,1160.0,2.0,57.0,2
4718,Kothanur,1095.0,2.0,55.0,2
4719,Kothanur,1142.0,2.0,56.0,2
4720,Kothanur,1074.0,2.0,54.0,2
4721,Kothanur,1285.0,2.0,60.0,2
4722,Kothanur,1075.0,2.0,53.0,2
4723,Kothanur,1140.0,2.0,56.0,2
4724,Kothanur,1400.0,2.0,70.0,2
4727,Kothanur,1140.0,2.0,56.0,2
4728,Kothanur,1787.0,3.0,120.0,3
4729,Kothanur,1185.0,2.0,59.0,2
4731,Kothanur,1790.0,3.0,105.0,3
4732,Kothanur,1130.0,2.0,55.0,2
4733,Kothanur,1094.0,2.0,54.0,2
4734,Kothanur,1170.0,3.0,80.0,3
4735,Kothanur,1400.0,2.0,65.0,2
4736,Kothanur,1195.0,2.0,59.0,2
4737,Kothanur,1790.0,3.0,120.0,3
4738,Kothanur,1454.0,3.0,71.5,3
4739,Kudlu,1152.0,2.0,53.5,2
4740,Kudlu,1027.0,2.0,43.0,2
4741,Kudlu,1092.0,2.0,44.0,2
4742,Kudlu,1027.0,2.0,43.0,2
4743,Kudlu,1092.0,2.0,44.0,2
4744,Kudlu,1143.0,2.0,55.0,2
4746,Kudlu,1024.0,2.0,44.0,2
4748,Kudlu,1600.0,3.0,79.0,3
4749,Kudlu,1027.0,2.0,42.0,2
4750,Kudlu,1076.0,2.0,50.0,2
4751,Kudlu,1027.0,2.0,44.0,2
4752,Kudlu,1084.0,2.0,53.0,2
4753,Kudlu,1300.0,2.0,56.0,2
4754,Kudlu,1027.0,2.0,44.0,2
4755,Kudlu,1245.0,2.0,60.0,3
4756,Kudlu,1027.0,2.0,44.0,2
4757,Kudlu,1110.0,2.0,46.0,2
4758,Kudlu,2100.0,3.0,114.0,4
4759,Kudlu,1027.0,2.0,44.0,2
4760,Kudlu,720.0,1.0,33.0,1
4761,Kudlu,1027.0,2.0,44.0,2
4762,Kudlu,1162.0,2.0,52.0,2
4763,Kudlu,1041.0,2.0,53.0,2
4764,Kudlu Gate,1535.0,3.0,83.0,3
4765,Kudlu Gate,1535.0,3.0,85.0,3
4767,Kudlu Gate,1535.0,3.0,86.0,3
4768,Kudlu Gate,1564.0,2.0,92.0,3
4770,Kudlu Gate,1238.0,2.0,55.0,2
4771,Kudlu Gate,1707.0,2.0,99.745,3
4772,Kudlu Gate,1335.0,3.0,89.0,3
4773,Kudlu Gate,703.0,1.0,52.0,1
4774,Kudlu Gate,1535.0,3.0,86.0,3
4775,Kudlu Gate,1532.0,3.0,83.0,3
4776,Kudlu Gate,1113.0,2.0,50.0,2
4778,Kudlu Gate,1185.0,2.0,50.0,2
4782,Kudlu Gate,1215.0,2.0,45.0,2
4783,Kudlu Gate,812.0,2.0,38.25,2
4784,Kudlu Gate,1547.0,2.0,103.0,2
4785,Kudlu Gate,1336.0,2.0,86.0,2
4786,Kudlu Gate,1919.0,3.0,121.0,3
4787,Kudlu Gate,1464.0,3.0,56.0,2
4788,Kudlu Gate,1535.0,3.0,85.0,3
4789,Kudlu Gate,1850.0,3.0,120.0,3
4790,Kudlu Gate,940.0,2.0,69.57,2
4791,Kudlu Gate,1215.0,2.0,44.96,2
4792,Kudlu Gate,1164.0,2.0,75.0,2
4793,Kudlu Gate,3850.0,6.0,205.0,4
4794,Kudlu Gate,1183.0,2.0,79.54,2
4795,Kudlu Gate,1850.0,3.0,110.0,3
4797,Kudlu Gate,1183.0,2.0,79.54,2
4798,Kudlu Gate,1200.0,2.0,44.4,2
4800,Kudlu Gate,1310.0,2.0,53.0,2
4801,Kumaraswami Layout,2000.0,4.0,139.0,4
4802,Kumaraswami Layout,1000.0,2.0,48.5,2
4803,Kumaraswami Layout,1000.0,2.0,58.0,2
4804,Kumaraswami Layout,2400.0,7.0,125.0,7
4805,Kumaraswami Layout,2400.0,2.0,125.0,3
4806,Kumaraswami Layout,1310.0,2.0,70.0,3
4807,Kumaraswami Layout,850.0,1.0,78.0,1
4808,Kumaraswami Layout,3200.0,7.0,150.0,7
4809,Kumaraswami Layout,1310.0,2.0,85.0,3
4810,Kumaraswami Layout,2450.0,3.0,110.0,4
4811,Kumaraswami Layout,3100.0,7.0,145.0,7
4812,Kumaraswami Layout,1200.0,3.0,75.0,3
4813,Kumaraswami Layout,1081.0,2.0,60.0,2
4814,Kundalahalli,1724.0,3.0,125.0,3
4815,Kundalahalli,1030.0,2.0,49.0,2
4816,Kundalahalli,735.0,2.0,57.99,2
4817,Kundalahalli,1047.0,2.0,82.0,2
4818,Kundalahalli,1397.0,3.0,105.0,3
4819,Kundalahalli,1724.0,3.0,127.0,3
4820,Kundalahalli,1010.0,2.0,49.27,2
4821,Kundalahalli,1397.0,3.0,110.0,3
4822,Kundalahalli,1397.0,3.0,104.0,3
4823,Kundalahalli,1397.0,3.0,108.0,3
4824,Kundalahalli,1920.0,3.0,150.0,3
4825,Kundalahalli,1397.0,3.0,105.0,3
4827,Kundalahalli,1724.0,3.0,124.0,3
4828,Kundalahalli,1047.0,2.0,84.0,2
4829,Kundalahalli,1047.0,2.0,83.0,2
4830,Kundalahalli,7000.0,4.0,550.0,4
4832,Kundalahalli,1120.0,2.0,53.76,2
4833,Kundalahalli,1047.0,2.0,82.62,2
4834,Kundalahalli,1047.0,2.0,91.0,2
4835,Kundalahalli,1724.0,3.0,146.0,3
4836,Kundalahalli,1600.0,3.0,170.0,3
4838,Kundalahalli,1724.0,3.0,125.0,3
4839,Kundalahalli,1010.0,2.0,48.27,2
4840,Kundalahalli,1047.0,2.0,89.0,2
4841,Kundalahalli,2500.0,5.0,245.0,4
4842,Kundalahalli,1397.0,3.0,105.0,3
4844,Kundalahalli,1047.0,2.0,72.0,2
4845,Kundalahalli,1260.0,2.0,58.0,2
4846,Kundalahalli,3092.0,4.0,230.0,4
4847,Kundalahalli,1065.0,2.0,70.0,2
4848,Kundalahalli,1724.0,3.0,146.0,3
4849,Kundalahalli,1047.0,2.0,91.0,2
4850,Kundalahalli,1724.0,3.0,128.0,3
4851,Kundalahalli,1315.0,2.0,74.0,2
4852,Kundalahalli,2100.0,3.0,150.0,3
4853,Kundalahalli,1724.0,3.0,125.0,3
4854,Kundalahalli,1724.0,3.0,140.0,3
4855,Kundalahalli,1175.0,2.0,65.0,2
4857,LB Shastri Nagar,1043.0,2.0,55.0,2
4858,LB Shastri Nagar,1184.0,2.0,69.0,2
4859,LB Shastri Nagar,665.0,1.0,32.0,1
4860,LB Shastri Nagar,1250.0,2.0,48.5,2
4861,LB Shastri Nagar,1400.0,2.0,80.0,3
4862,LB Shastri Nagar,1184.0,2.0,62.0,2
4863,LB Shastri Nagar,1200.0,2.0,47.0,2
4864,LB Shastri Nagar,1200.0,2.0,75.0,2
4865,LB Shastri Nagar,1000.0,2.0,49.5,2
4866,Laggere,2800.0,5.0,125.0,5
4867,Laggere,1200.0,3.0,130.0,3
4868,Laggere,1200.0,1.0,125.0,1
4869,Laggere,1200.0,2.0,75.0,2
4870,Laggere,620.0,2.0,48.0,1
4871,Lakshminarayana Pura,1185.0,2.0,75.0,2
4872,Lakshminarayana Pura,1600.0,2.0,108.0,3
4873,Lakshminarayana Pura,1180.0,2.0,75.0,2
4874,Lakshminarayana Pura,1172.0,2.0,82.0,2
4875,Lakshminarayana Pura,1179.0,2.0,75.0,2
4876,Lakshminarayana Pura,1149.0,2.0,75.0,2
4877,Lakshminarayana Pura,1336.0,2.0,100.0,2
4878,Lakshminarayana Pura,1175.0,2.0,75.0,2
4879,Lakshminarayana Pura,1190.0,2.0,75.0,2
4880,Lakshminarayana Pura,1200.0,2.0,75.0,2
4881,Lakshminarayana Pura,1200.0,2.0,75.0,2
4882,Lakshminarayana Pura,1165.0,2.0,75.0,2
4883,Lakshminarayana Pura,1145.0,2.0,75.0,2
4884,Lakshminarayana Pura,1500.0,3.0,104.0,3
4885,Lakshminarayana Pura,1210.0,2.0,75.0,2
4886,Lakshminarayana Pura,1169.0,2.0,75.0,2
4887,Lakshminarayana Pura,1200.0,2.0,75.0,2
4888,Lakshminarayana Pura,1172.0,2.0,75.0,2
4889,Lakshminarayana Pura,1172.0,2.0,75.0,2
4890,Lakshminarayana Pura,1180.0,2.0,75.0,2
4891,Lakshminarayana Pura,1200.0,2.0,83.0,2
4892,Lakshminarayana Pura,1200.0,2.0,80.0,2
4893,Lakshminarayana Pura,1195.0,2.0,75.0,2
4894,Lakshminarayana Pura,1200.0,2.0,80.0,2
4895,Lingadheeranahalli,1521.0,3.0,95.0,3
4896,Lingadheeranahalli,1511.0,3.0,95.0,3
4897,Lingadheeranahalli,1683.0,3.0,109.0,3
4898,Lingadheeranahalli,1519.0,3.0,93.0,3
4899,Lingadheeranahalli,1521.0,3.0,94.99,3
4900,Lingadheeranahalli,1682.0,3.0,120.0,3
4901,Lingadheeranahalli,1521.0,3.0,94.71,3
4902,Lingadheeranahalli,1893.0,3.0,130.0,3
4903,Lingadheeranahalli,1705.0,3.0,110.0,3
4904,Lingadheeranahalli,2245.0,4.0,154.0,4
4905,Lingadheeranahalli,1682.0,3.0,113.0,3
4906,Lingadheeranahalli,1682.0,3.0,114.0,3
4907,Lingadheeranahalli,1506.0,3.0,95.0,3
4908,Lingadheeranahalli,1683.0,3.0,110.0,3
4909,Lingadheeranahalli,1684.0,3.0,120.0,3
4910,Lingadheeranahalli,2236.0,4.0,153.0,4
4911,Lingadheeranahalli,1894.0,4.0,114.0,3
4912,Lingadheeranahalli,2240.0,4.0,160.0,4
4913,Magadi Road,3600.0,6.0,141.0,6
4914,Magadi Road,1116.0,2.0,50.0,2
4916,Magadi Road,884.0,2.0,41.1,2
4917,Magadi Road,1005.0,2.0,55.78,2
4918,Magadi Road,1000.0,2.0,46.5,2
4919,Magadi Road,1500.0,2.0,93.0,4
4921,Magadi Road,1345.0,2.0,55.0,2
4923,Magadi Road,5000.0,6.0,360.0,5
4924,Magadi Road,1116.0,2.0,51.89,2
4925,Magadi Road,1052.0,2.0,60.0,3
4926,Magadi Road,940.0,2.0,50.0,2
4927,Magadi Road,1318.0,2.0,68.0,3
4929,Magadi Road,884.0,2.0,48.0,2
4931,Mahadevpura,1150.0,2.0,52.0,2
4932,Mahadevpura,1250.0,2.0,52.0,2
4933,Mahadevpura,1260.0,2.0,57.6,2
4934,Mahadevpura,730.0,1.0,35.0,1
4935,Mahadevpura,1434.0,2.0,67.39,3
4936,Mahadevpura,1146.0,2.0,53.8,2
4937,Mahadevpura,1532.0,2.0,62.0,2
4938,Mahadevpura,1620.0,2.0,76.0,3
4939,Mahadevpura,1136.0,2.0,64.5,2
4940,Mahadevpura,1400.0,2.0,65.8,3
4941,Mahadevpura,1137.0,2.0,53.4,2
4942,Mahadevpura,1601.0,3.0,95.0,3
4943,Mahadevpura,1450.0,3.0,75.0,3
4944,Mahadevpura,1152.0,2.0,54.0,2
4945,Mahadevpura,1212.0,2.0,56.9,2
4947,Mahadevpura,1505.0,3.0,78.0,3
4948,Mahadevpura,1500.0,2.0,70.0,3
4949,Mahadevpura,1236.0,2.0,58.0,2
4950,Mahadevpura,1236.0,2.0,58.0,2
4951,Mahadevpura,1120.0,2.0,53.0,2
4952,Mahalakshmi Layout,1575.0,5.0,158.0,4
4953,Mahalakshmi Layout,1105.0,2.0,80.0,2
4954,Mahalakshmi Layout,1200.0,3.0,160.0,4
4955,Mahalakshmi Layout,1200.0,2.0,110.0,3
4956,Mahalakshmi Layout,1876.0,3.0,150.0,3
4957,Mallasandra,1665.0,3.0,95.0,3
4958,Mallasandra,1665.0,3.0,86.58,3
4959,Mallasandra,1340.0,2.0,61.0,2
4960,Mallasandra,1325.0,2.0,70.0,2
4961,Mallasandra,1665.0,3.0,86.91,3
4962,Mallasandra,1325.0,2.0,70.0,2
4963,Mallasandra,905.0,2.0,40.0,2
4964,Mallasandra,1325.0,2.0,65.0,2
4965,Mallasandra,1325.0,2.0,73.0,2
4966,Mallasandra,1565.0,2.0,69.0,2
4967,Mallasandra,905.0,2.0,35.0,2
4969,Mallasandra,1100.0,2.0,76.3,3
4970,Malleshpalya,1140.0,2.0,46.5,2
4971,Malleshpalya,1225.0,2.0,46.86,2
4973,Malleshpalya,1052.0,2.0,50.0,2
4974,Malleshpalya,1405.0,2.0,77.0,3
4975,Malleshpalya,1065.0,2.0,50.0,2
4976,Malleshpalya,1210.0,2.0,55.0,2
4978,Malleshpalya,1060.0,2.0,40.0,2
4979,Malleshpalya,1430.0,2.0,69.5,3
4980,Malleshpalya,1421.0,2.0,90.0,2
4981,Malleshpalya,1245.0,2.0,55.0,2
4982,Malleshpalya,1200.0,2.0,46.0,2
4983,Malleshpalya,1225.0,2.0,52.0,2
4984,Malleshwaram,705.0,1.0,67.0,1
4985,Malleshwaram,12000.0,7.0,2200.0,7
4986,Malleshwaram,2500.0,5.0,325.0,4
4987,Malleshwaram,2006.0,3.0,297.0,3
4988,Malleshwaram,686.0,1.0,62.5,1
4989,Malleshwaram,2475.0,4.0,332.0,3
4990,Malleshwaram,2610.0,3.0,399.0,3
4991,Malleshwaram,2475.0,4.0,320.0,3
4992,Malleshwaram,900.0,2.0,95.0,2
4993,Malleshwaram,1420.0,2.0,158.0,2
4994,Malleshwaram,2000.0,3.0,250.0,3
4995,Malleshwaram,2215.0,3.0,275.0,3
4997,Malleshwaram,2475.0,4.0,300.0,3
4998,Malleshwaram,2345.0,2.0,293.0,3
5000,Malleshwaram,2215.0,4.0,310.0,3
5001,Malleshwaram,480.0,1.0,60.0,1
5002,Malleshwaram,1290.0,2.0,120.0,2
5003,Malleshwaram,2475.0,4.0,326.0,3
5004,Malleshwaram,2476.0,3.0,337.0,3
5005,Malleshwaram,900.0,2.0,90.0,2
5007,Malleshwaram,2050.0,4.0,270.0,3
5008,Malleshwaram,900.0,2.0,72.0,2
5009,Malleshwaram,620.0,1.0,86.8,1
5010,Malleshwaram,600.0,1.0,68.0,2
5011,Malleshwaram,2475.0,4.0,337.0,3
5012,Malleshwaram,2215.0,3.0,275.0,3
5013,Malleshwaram,2215.0,3.0,330.0,3
5015,Malleshwaram,1020.0,2.0,80.0,2
5016,Malleshwaram,600.0,1.0,90.0,2
5017,Malleshwaram,2200.0,3.0,275.0,3
5018,Malleshwaram,2475.0,4.0,326.0,3
5019,Malleshwaram,1500.0,2.0,140.0,2
5020,Malleshwaram,2475.0,4.0,340.0,3
5021,Malleshwaram,1400.0,2.0,190.0,2
5022,Malleshwaram,2475.0,4.0,300.0,3
5023,Malleshwaram,2400.0,3.0,380.0,3
5024,Malleshwaram,580.0,1.0,45.0,1
5025,Malleshwaram,1410.0,2.0,125.0,2
5028,Marathahalli,1220.0,2.0,57.0,2
5029,Marathahalli,1200.0,2.0,52.0,2
5030,Marathahalli,1200.0,2.0,60.0,2
5031,Marathahalli,1933.0,3.0,140.0,3
5032,Marathahalli,950.0,2.0,46.96,2
5033,Marathahalli,1230.0,2.0,80.0,2
5034,Marathahalli,3800.0,4.0,250.0,4
5035,Marathahalli,1019.0,2.0,49.85,2
5036,Marathahalli,1215.0,2.0,67.0,2
5037,Marathahalli,2181.0,3.0,152.0,4
5038,Marathahalli,1170.0,2.0,53.0,2
5039,Marathahalli,1019.0,2.0,49.86,2
5040,Marathahalli,1325.0,2.0,71.55,2
5041,Marathahalli,1220.0,2.0,56.5,2
5043,Marathahalli,1152.0,2.0,56.0,2
5044,Marathahalli,1610.0,3.0,90.0,3
5045,Marathahalli,1146.0,2.0,70.0,2
